src:port,sep,dst:port,inframes,inbytes,outframes,outbytes,totalframes,totalbytes,relstart,duration
33.122.48.183:41142,<->,109.222.242.9:bacula-dir,0,0,1,135,1,135,1.607627000,0.0000
144.75.218.235:25349,<->,8.222.218.197:domain,1,110,0,0,1,110,1.606633000,0.0000
144.75.218.237:14169,<->,8.222.218.197:domain,1,121,0,0,1,121,1.606393000,0.0000
144.75.218.241:40997,<->,8.222.218.204:domain,1,113,0,0,1,113,1.606160000,0.0000
92.26.149.106:46772,<->,148.187.166.178:snmp,1,87,0,0,1,87,1.605980000,0.0000
144.75.218.242:58149,<->,8.222.218.207:domain,1,113,0,0,1,113,1.605726000,0.0000
144.75.218.237:53925,<->,120.155.84.97:domain,1,144,0,0,1,144,1.604802000,0.0000
69.132.194.25:55635,<->,133.178.227.6:domain,0,0,1,85,1,85,1.604721000,0.0000
144.75.218.237:49520,<->,8.222.218.197:domain,1,111,0,0,1,111,1.604405000,0.0000
144.75.218.242:paycash-online,<->,138.127.225.15:domain,1,195,0,0,1,195,1.604069000,0.0000
144.75.218.241:28921,<->,138.127.231.115:domain,1,366,0,0,1,366,1.604013000,0.0000
144.75.218.237:21636,<->,8.222.218.204:domain,1,127,0,0,1,127,1.603809000,0.0000
100.93.156.236:53007,<->,104.137.94.112:1024,1,52,0,0,1,52,1.603653000,0.0000
20.108.208.6:58606,<->,107.124.169.151:domain,1,138,0,0,1,138,1.603393000,0.0000
144.75.218.237:36430,<->,143.204.138.237:domain,1,147,0,0,1,147,1.602866000,0.0000
144.75.218.233:51070,<->,139.252.1.240:domain,1,176,0,0,1,176,1.602829000,0.0000
207.79.237.54:16507,<->,80.42.179.14:6881,0,0,1,133,1,133,1.602740000,0.0000
107.27.243.242:20204,<->,92.27.209.223:xbox,0,0,1,64,1,64,1.602726000,0.0000
92.27.219.31:43465,<->,48.106.6.25:1024,1,52,0,0,1,52,1.601276000,0.0000
144.75.218.246:26337,<->,8.222.218.197:domain,1,123,0,0,1,123,1.601052000,0.0000
125.22.183.127:56346,<->,192.64.229.17:54475,0,0,1,50,1,50,1.601022000,0.0000
6.255.241.212:64108,<->,129.224.112.252:domain,0,0,1,71,1,71,1.600850000,0.0000
65.63.203.208:11206,<->,89.183.104.248:6881,0,0,1,52,1,52,1.600624000,0.0000
144.75.218.242:patrol-coll,<->,8.222.218.207:domain,1,110,0,0,1,110,1.600437000,0.0000
148.145.2.123:48068,<->,80.38.23.182:domain,0,0,1,83,1,83,1.600117000,0.0000
21.15.226.126:55104,<->,20.193.23.151:netbios-ns,0,0,1,82,1,82,1.600078000,0.0000
:::33408,<->,:::domain,1,503,0,0,1,503,1.598668000,0.0000
92.27.219.242:43880,<->,104.232.149.213:ndmp,1,1470,0,0,1,1470,1.598402000,0.0000
144.75.218.242:51600,<->,8.222.218.199:domain,1,122,0,0,1,122,1.598175000,0.0000
215.158.197.2:43545,<->,29.211.214.32:domain,0,0,1,95,1,95,1.597690000,0.0000
144.75.218.237:54615,<->,132.107.75.195:domain,1,139,0,0,1,139,1.597683000,0.0000
144.75.218.241:47087,<->,193.46.97.52:domain,1,255,0,0,1,255,1.597646000,0.0000
106.157.38.242:33959,<->,108.134.108.77:12709,0,0,1,50,1,50,1.597421000,0.0000
144.75.218.242:hpiod,<->,8.222.218.207:domain,1,157,0,0,1,157,1.597245000,0.0000
100.94.116.200:65263,<->,207.82.255.101:6881,1,133,0,0,1,133,1.596787000,0.0000
230.126.217.254:55735,<->,248.239.72.227:opsession-prxy,0,0,1,52,1,52,1.596537000,0.0000
144.75.218.241:39809,<->,8.222.218.204:domain,1,125,0,0,1,125,1.596531000,0.0000
0.200.50.50:34233,<->,20.13.110.159:domain,0,0,1,60,1,60,1.596399000,0.0000
144.75.218.237:50533,<->,208.197.123.108:domain,1,173,0,0,1,173,1.596277000,0.0000
101.106.122.69:55017,<->,92.27.219.153:29250,0,0,1,135,1,135,1.596082000,0.0000
125.152.68.220:21382,<->,144.64.139.146:domain,0,0,1,84,1,84,1.595810000,0.0000
20.253.43.110:56751,<->,148.174.57.174:domain,1,75,0,0,1,75,1.595799000,0.0000
8.176.8.177:50539,<->,192.171.13.189:domain,1,157,0,0,1,157,1.595755000,0.0000
215.158.103.219:18957,<->,138.12.41.133:domain,1,260,0,0,1,260,1.595636000,0.0000
144.75.218.233:27612,<->,8.222.218.204:domain,1,122,0,0,1,122,1.595585000,0.0000
144.75.218.233:20603,<->,8.222.218.196:domain,1,109,0,0,1,109,1.595463000,0.0000
99.72.128.44:64381,<->,132.43.156.81:domain,1,140,0,0,1,140,1.594971000,0.0000
80.56.91.244:65436,<->,8.176.8.66:confluent,0,0,1,1112,1,1112,1.594815000,0.0000
108.134.108.77:43583,<->,106.157.38.242:33959,1,50,0,0,1,50,1.594129000,0.0000
20.83.31.66:63091,<->,108.42.106.231:domain,1,66,0,0,1,66,1.594100000,0.0000
220.187.88.96:63045,<->,92.27.219.166:http-alt,0,0,1,101,1,101,1.593879000,0.0000
8.176.8.177:57101,<->,192.171.13.189:domain,1,157,0,0,1,157,1.593707000,0.0000
50.50.242.205:39446,<->,133.178.226.161:domain,0,0,1,86,1,86,1.593203000,0.0000
144.75.218.237:a3-sdunode,<->,8.222.218.198:domain,1,109,0,0,1,109,1.592779000,0.0000
144.75.218.237:62693,<->,8.222.218.198:domain,1,126,0,0,1,126,1.592777000,0.0000
144.75.218.242:53292,<->,8.222.218.199:domain,1,123,0,0,1,123,1.592092000,0.0000
152.139.138.6:60046,<->,20.65.179.36:pdp,0,0,1,120,1,120,1.591441000,0.0000
210.158.44.7:48158,<->,112.219.53.218:domain,1,101,0,0,1,101,1.591226000,0.0000
144.75.218.235:41976,<->,54.38.169.95:domain,1,126,0,0,1,126,1.590857000,0.0000
144.75.218.246:34365,<->,8.222.218.204:domain,1,110,0,0,1,110,1.590707000,0.0000
144.75.218.241:sercomm-wlink,<->,8.222.218.204:domain,1,157,0,0,1,157,1.590053000,0.0000
136.25.188.105:50061,<->,143.194.53.201:domain,1,139,0,0,1,139,1.589796000,0.0000
39.131.216.132:30450,<->,149.99.133.169:domain,1,75,0,0,1,75,1.589670000,0.0000
144.75.218.246:52976,<->,8.222.218.204:domain,1,153,0,0,1,153,1.589052000,0.0000
110.243.222.128:52385,<->,92.27.27.144:38547,0,0,1,135,1,135,1.589025000,0.0000
144.75.218.246:65155,<->,8.222.218.197:domain,1,122,0,0,1,122,1.589021000,0.0000
144.75.218.237:55981,<->,138.127.224.106:domain,1,351,0,0,1,351,1.588698000,0.0000
27.188.163.162:i-net-2000-npr,<->,109.1.16.32:sip,0,0,1,444,1,444,1.588608000,0.0000
144.75.218.246:15496,<->,8.222.218.197:domain,1,239,0,0,1,239,1.588404000,0.0000
202.178.8.208:58247,<->,137.21.3.65:domain,0,0,1,78,1,78,1.587992000,0.0000
144.75.218.235:44297,<->,8.222.218.197:domain,1,119,0,0,1,119,1.587654000,0.0000
106.126.193.90:54360,<->,92.27.27.165:16762,0,0,1,52,1,52,1.587580000,0.0000
39.160.108.83:56209,<->,124.119.26.152:domain,1,70,0,0,1,70,1.587476000,0.0000
38.93.187.200:50349,<->,98.232.172.60:domain,0,0,1,84,1,84,1.587233000,0.0000
93.181.154.55:43965,<->,92.27.219.18:38511,0,0,1,263,1,263,1.587113000,0.0000
109.0.243.153:35920,<->,152.111.129.170:14588,1,133,0,0,1,133,1.586983000,0.0000
121.36.81.175:47610,<->,92.27.219.244:36461,0,0,1,52,1,52,1.586829000,0.0000
159.64.148.27:62245,<->,80.38.7.6:domain,0,0,1,73,1,73,1.586101000,0.0000
108.134.108.77:34185,<->,106.157.38.242:33959,1,50,0,0,1,50,1.585763000,0.0000
20.56.46.101:33929,<->,57.156.192.130:domain,1,68,0,0,1,68,1.585617000,0.0000
27.188.163.162:i-net-2000-npr,<->,109.1.16.130:sip,0,0,1,443,1,443,1.585328000,0.0000
144.75.218.241:36297,<->,120.155.84.97:domain,1,149,0,0,1,149,1.585278000,0.0000
20.149.248.50:36956,<->,97.126.113.124:domain,0,0,1,75,1,75,1.585099000,0.0000
136.25.188.105:41871,<->,235.149.63.46:domain,1,534,0,0,1,534,1.584890000,0.0000
144.75.218.241:29101,<->,120.155.84.97:domain,1,239,0,0,1,239,1.584860000,0.0000
144.75.218.235:27884,<->,128.124.28.90:domain,1,126,0,0,1,126,1.584701000,0.0000
243.117.125.52:23446,<->,129.224.112.252:domain,0,0,1,76,1,76,1.584701000,0.0000
136.25.188.105:60484,<->,135.88.171.34:domain,1,230,0,0,1,230,1.583795000,0.0000
144.75.218.235:eis,<->,8.222.218.198:domain,1,111,0,0,1,111,1.583629000,0.0000
8.176.8.191:36188,<->,111.151.107.247:domain,1,154,0,0,1,154,1.582332000,0.0000
144.75.218.237:38743,<->,120.155.84.97:domain,1,122,0,0,1,122,1.581595000,0.0000
192.64.215.241:52590,<->,0.236.1.58:12950,1,130,0,0,1,130,1.581009000,0.0000
144.75.218.246:62445,<->,249.85.53.53:domain,1,155,0,0,1,155,1.580476000,0.0000
144.75.218.233:48730,<->,138.127.225.148:domain,1,366,0,0,1,366,1.579600000,0.0000
101.70.98.5:63562,<->,193.46.99.193:19133,1,300,0,0,1,300,1.579447000,0.0000
144.75.218.237:41854,<->,8.222.218.207:domain,1,122,0,0,1,122,1.579408000,0.0000
80.41.31.15:57403,<->,115.190.178.7:50932,1,52,0,0,1,52,1.579153000,0.0000
141.95.30.9:56162,<->,129.224.112.252:domain,0,0,1,78,1,78,1.578831000,0.0000
92.169.159.102:58338,<->,144.69.82.139:domain,0,0,1,71,1,71,1.578807000,0.0000
119.5.13.52:25855,<->,133.54.28.219:domain,0,0,1,79,1,79,1.578524000,0.0000
38.21.156.204:56633,<->,20.232.230.97:netbios-ns,0,0,1,82,1,82,1.577444000,0.0000
136.25.188.105:29010,<->,128.171.253.114:domain,1,87,0,0,1,87,1.577350000,0.0000
80.41.8.174:63836,<->,115.188.244.99:59744,1,84,0,0,1,84,1.577176000,0.0000
20.134.11.149:24931,<->,116.227.172.225:domain,1,88,0,0,1,88,1.576926000,0.0000
53.187.78.215:12268,<->,39.15.169.14:domain,0,0,1,87,1,87,1.576506000,0.0000
136.25.188.40:45380,<->,136.95.254.242:domain,1,103,0,0,1,103,1.576500000,0.0000
8.228.208.40:53309,<->,206.130.208.12:vlsi-lm,1,97,0,0,1,97,1.576173000,0.0000
139.249.90.204:52004,<->,92.27.51.139:ntp,1,80,0,0,1,80,1.576146000,0.0000
109.1.13.143:60526,<->,159.146.64.210:12340,1,91,0,0,1,91,1.575586000,0.0000
215.158.103.219:62364,<->,193.119.135.81:domain,1,162,0,0,1,162,1.574744000,0.0000
53.187.46.37:9276,<->,39.15.169.14:domain,0,0,1,88,1,88,1.574316000,0.0000
123.237.154.160:61749,<->,248.239.149.59:6881,0,0,1,319,1,319,1.574246000,0.0000
101.106.122.69:51015,<->,89.183.104.239:51015,0,0,1,99,1,99,1.574081000,0.0000
144.75.218.233:55590,<->,137.250.6.109:domain,1,108,0,0,1,108,1.573384000,0.0000
144.75.218.246:41807,<->,8.222.218.199:domain,1,111,0,0,1,111,1.573170000,0.0000
144.75.218.235:11950,<->,8.222.218.197:domain,1,110,0,0,1,110,1.573146000,0.0000
145.242.126.178:amberon,<->,53.77.205.113:amberon,1,220,0,0,1,220,1.573017000,0.0000
50.186.19.114:49706,<->,48.53.216.116:27246,0,0,1,120,1,120,1.572792000,0.0000
100.93.135.55:63945,<->,251.24.48.90:14793,1,52,0,0,1,52,1.572279000,0.0000
128.146.85.176:6396,<->,50.224.96.35:domain,0,0,1,68,1,68,1.571893000,0.0000
126.231.183.55:43003,<->,220.55.123.183:domain,0,0,1,84,1,84,1.571488000,0.0000
144.75.218.246:44485,<->,8.47.122.178:domain,1,100,0,0,1,100,1.570797000,0.0000
141.37.242.255:51651,<->,92.27.219.238:http-alt,0,0,1,133,1,133,1.570337000,0.0000
144.75.218.237:47653,<->,8.222.218.207:domain,1,123,0,0,1,123,1.570263000,0.0000
195.65.1.162:39162,<->,101.224.204.141:domain,0,0,1,91,1,91,1.570239000,0.0000
144.75.218.235:25669,<->,138.127.231.195:domain,1,276,0,0,1,276,1.570212000,0.0000
91.231.118.234:26854,<->,101.224.183.152:domain,0,0,1,85,1,85,1.570135000,0.0000
29.220.173.205:51413,<->,89.183.104.182:21057,0,0,1,1434,1,1434,1.569889000,0.0000
136.25.188.105:58972,<->,140.136.9.105:domain,1,279,0,0,1,279,1.568328000,0.0000
98.23.111.141:38921,<->,92.27.209.104:14221,0,0,1,50,1,50,1.568212000,0.0000
144.75.218.241:16548,<->,8.222.218.196:domain,1,110,0,0,1,110,1.567851000,0.0000
144.75.218.235:47010,<->,53.214.223.92:domain,1,93,0,0,1,93,1.567525000,0.0000
80.56.91.244:65436,<->,6.73.247.8:confluent,0,0,1,1112,1,1112,1.566556000,0.0000
144.75.218.235:57936,<->,8.222.218.197:domain,1,110,0,0,1,110,1.565987000,0.0000
210.156.112.182:44822,<->,157.208.214.27:12568,1,130,0,0,1,130,1.565717000,0.0000
144.75.218.242:32586,<->,8.222.218.207:domain,1,111,0,0,1,111,1.565675000,0.0000
100.225.82.253:19257,<->,144.64.137.156:domain,0,0,1,83,1,83,1.565586000,0.0000
0.200.50.50:34233,<->,20.13.110.112:domain,0,0,1,60,1,60,1.564647000,0.0000
92.169.158.35:accelenet-data,<->,101.224.183.152:domain,0,0,1,87,1,87,1.564495000,0.0000
74.1.12.213:16314,<->,129.224.112.252:domain,0,0,1,84,1,84,1.563903000,0.0000
144.75.218.242:45890,<->,8.222.218.199:domain,1,150,0,0,1,150,1.562382000,0.0000
48.131.156.46:61165,<->,246.254.97.149:domain,0,0,1,93,1,93,1.562242000,0.0000
16.137.241.141:25230,<->,66.244.79.32:domain,1,68,0,0,1,68,1.562149000,0.0000
89.183.104.136:58346,<->,148.26.203.60:49311,1,367,0,0,1,367,1.562017000,0.0000
126.219.197.235:45560,<->,215.158.239.218:domain,0,0,1,90,1,90,1.561974000,0.0000
126.219.197.235:60747,<->,99.74.87.243:domain,0,0,1,91,1,91,1.561885000,0.0000
144.75.218.242:15769,<->,144.95.158.205:domain,1,126,0,0,1,126,1.561594000,0.0000
89.183.104.255:62348,<->,131.210.124.194:51413,1,62,0,0,1,62,1.561532000,0.0000
139.163.13.117:59686,<->,210.228.29.4:domain,1,113,0,0,1,113,1.561450000,0.0000
144.75.218.235:48386,<->,8.222.218.198:domain,1,125,0,0,1,125,1.560158000,0.0000
144.75.218.242:54027,<->,8.222.218.204:domain,1,110,0,0,1,110,1.560122000,0.0000
40.204.4.71:40567,<->,109.1.31.44:27058,0,0,1,351,1,351,1.560071000,0.0000
144.75.218.233:44589,<->,100.185.121.91:domain,1,128,0,0,1,128,1.559870000,0.0000
144.75.218.241:25974,<->,8.222.218.207:domain,1,125,0,0,1,125,1.559527000,0.0000
144.75.218.246:10358,<->,8.222.218.197:domain,1,110,0,0,1,110,1.559337000,0.0000
144.75.218.246:7911,<->,8.222.218.199:domain,1,111,0,0,1,111,1.558952000,0.0000
6.124.44.105:aes-discovery,<->,50.224.121.116:domain,0,0,1,70,1,70,1.558765000,0.0000
136.25.188.212:40271,<->,111.20.61.178:domain,1,80,0,0,1,80,1.558701000,0.0000
136.25.188.105:55697,<->,143.46.12.204:domain,1,142,0,0,1,142,1.558270000,0.0000
144.75.218.235:12153,<->,8.222.218.204:domain,1,113,0,0,1,113,1.558260000,0.0000
136.169.91.98:56703,<->,215.158.238.145:12347,0,0,1,1064,1,1064,1.558025000,0.0000
0.200.50.50:34233,<->,20.13.110.101:domain,0,0,1,60,1,60,1.557996000,0.0000
8.252.222.118:37950,<->,192.171.13.190:domain,1,128,0,0,1,128,1.557869000,0.0000
144.75.218.237:60110,<->,138.127.230.213:domain,1,177,0,0,1,177,1.557167000,0.0000
146.226.246.84:60602,<->,129.224.112.252:domain,0,0,1,66,1,66,1.556932000,0.0000
136.25.188.212:46011,<->,139.241.75.106:domain,1,134,0,0,1,134,1.556803000,0.0000
144.75.218.235:10939,<->,138.127.225.87:domain,1,355,0,0,1,355,1.556160000,0.0000
144.75.218.237:43935,<->,8.222.218.207:domain,1,121,0,0,1,121,1.555853000,0.0000
98.23.111.141:46660,<->,220.55.175.210:18061,0,0,1,50,1,50,1.555768000,0.0000
145.213.37.27:45311,<->,136.129.94.107:domain,0,0,1,84,1,84,1.555755000,0.0000
92.27.8.182:57460,<->,199.25.247.19:domain,1,162,0,0,1,162,1.554744000,0.0000
144.108.64.181:12731,<->,144.122.240.230:domain,0,0,1,67,1,67,1.554649000,0.0000
92.27.219.41:32671,<->,134.97.242.140:22873,1,52,0,0,1,52,1.554629000,0.0000
144.75.218.235:35873,<->,8.222.218.198:domain,1,110,0,0,1,110,1.554541000,0.0000
20.238.50.141:swiftnet,<->,143.22.127.186:domain,1,72,0,0,1,72,1.554499000,0.0000
144.75.218.242:62109,<->,8.222.218.199:domain,1,181,0,0,1,181,1.554048000,0.0000
144.75.218.241:ivecon-port,<->,8.222.218.207:domain,1,121,0,0,1,121,1.553795000,0.0000
144.75.218.246:58923,<->,8.222.218.197:domain,1,124,0,0,1,124,1.553420000,0.0000
80.40.31.154:29704,<->,58.164.24.130:19774,1,130,0,0,1,130,1.553057000,0.0000
144.75.218.241:7233,<->,8.222.218.207:domain,1,113,0,0,1,113,1.552867000,0.0000
74.1.12.213:24871,<->,129.224.112.252:domain,0,0,1,94,1,94,1.552751000,0.0000
144.75.218.233:61502,<->,8.47.123.78:domain,1,169,0,0,1,169,1.552634000,0.0000
80.56.91.244:65436,<->,215.158.239.253:confluent,0,0,1,1112,1,1112,1.552571000,0.0000
144.75.218.241:15881,<->,120.155.84.97:domain,1,112,0,0,1,112,1.552545000,0.0000
144.75.218.233:50931,<->,8.222.218.204:domain,1,138,0,0,1,138,1.552401000,0.0000
109.222.214.116:42577,<->,29.94.101.68:40727,1,325,0,0,1,325,1.551803000,0.0000
247.136.252.191:23610,<->,198.182.27.178:8621,1,133,0,0,1,133,1.551632000,0.0000
100.185.124.124:51827,<->,129.224.112.252:domain,0,0,1,61,1,61,1.550413000,0.0000
89.183.104.172:54312,<->,92.180.16.22:20857,1,52,0,0,1,52,1.550215000,0.0000
144.75.218.237:22431,<->,8.222.218.199:domain,1,122,0,0,1,122,1.549783000,0.0000
144.75.218.235:21091,<->,138.127.231.213:domain,1,240,0,0,1,240,1.549539000,0.0000
138.53.86.206:40789,<->,129.224.112.252:domain,0,0,1,62,1,62,1.549019000,0.0000
149.178.48.72:44492,<->,129.224.112.252:domain,0,0,1,74,1,74,1.548912000,0.0000
144.75.218.237:18718,<->,8.222.218.198:domain,1,153,0,0,1,153,1.548857000,0.0000
101.229.93.34:18730,<->,132.249.70.213:domain,0,0,1,106,1,106,1.548777000,0.0000
92.27.219.53:60556,<->,102.82.77.160:48350,1,300,0,0,1,300,1.547896000,0.0000
111.146.169.0:55294,<->,33.219.156.216:34618,1,138,0,0,1,138,1.547284000,0.0000
144.75.218.237:23246,<->,8.222.218.204:domain,1,123,0,0,1,123,1.546427000,0.0000
57.191.84.224:pgps,<->,109.222.223.88:domain,0,0,1,75,1,75,1.546137000,0.0000
119.115.173.150:14610,<->,111.147.164.221:6881,0,0,1,61,1,61,1.545913000,0.0000
192.64.201.230:20479,<->,40.221.208.240:20026,1,102,0,0,1,102,1.545607000,0.0000
89.183.104.237:60151,<->,118.119.253.178:50355,1,260,0,0,1,260,1.545261000,0.0000
238.127.3.152:58504,<->,220.55.174.117:28016,0,0,1,57,1,57,1.545204000,0.0000
114.88.250.79:21715,<->,139.105.159.223:domain,0,0,1,95,1,95,1.545052000,0.0000
92.169.159.102:60064,<->,144.69.82.139:domain,0,0,1,71,1,71,1.544996000,0.0000
39.146.43.127:7372,<->,131.208.217.29:domain,1,74,0,0,1,74,1.544869000,0.0000
34.245.12.50:9934,<->,147.177.54.28:domain,1,80,0,0,1,80,1.544642000,0.0000
89.183.104.173:49330,<->,119.103.17.195:6881,1,263,0,0,1,263,1.544546000,0.0000
215.158.103.206:29708,<->,159.151.93.228:domain,1,120,0,0,1,120,1.544044000,0.0000
39.235.152.130:22345,<->,130.173.16.208:domain,1,67,0,0,1,67,1.543878000,0.0000
141.92.221.22:22915,<->,129.224.112.252:domain,0,0,1,74,1,74,1.543104000,0.0000
92.27.219.54:56598,<->,220.202.52.77:51413,1,317,0,0,1,317,1.542598000,0.0000
144.75.218.237:26029,<->,8.222.218.198:domain,1,121,0,0,1,121,1.542085000,0.0000
144.75.218.235:32747,<->,8.222.218.204:domain,1,111,0,0,1,111,1.542071000,0.0000
135.87.163.103:36832,<->,92.27.27.148:34629,0,0,1,135,1,135,1.541453000,0.0000
205.236.111.245:59305,<->,92.27.27.165:16762,0,0,1,52,1,52,1.541242000,0.0000
144.75.218.237:15242,<->,8.222.218.204:domain,1,190,0,0,1,190,1.540975000,0.0000
144.93.121.86:36321,<->,144.93.125.49:32253,1,104,0,0,1,104,1.540797000,0.0000
144.75.218.233:44364,<->,8.222.218.204:domain,1,153,0,0,1,153,1.540651000,0.0000
92.27.219.175:29830,<->,106.219.100.218:10254,1,373,0,0,1,373,1.539691000,0.0000
144.75.218.242:55911,<->,138.127.224.106:domain,1,351,0,0,1,351,1.539606000,0.0000
39.38.26.213:21121,<->,0.52.16.104:domain,1,94,0,0,1,94,1.539307000,0.0000
137.171.199.224:12301,<->,126.219.141.190:domain,1,99,0,0,1,99,1.538803000,0.0000
100.225.82.255:30866,<->,132.249.70.213:domain,0,0,1,117,1,117,1.538675000,0.0000
:::11476,<->,:::domain,1,160,0,0,1,160,1.538542000,0.0000
136.25.188.105:54362,<->,112.60.14.238:domain,1,233,0,0,1,233,1.538444000,0.0000
21.15.226.126:55104,<->,20.193.24.49:netbios-ns,0,0,1,82,1,82,1.537970000,0.0000
59.46.180.152:irdmi,<->,210.156.125.55:6881,0,0,1,133,1,133,1.537618000,0.0000
92.27.8.182:35802,<->,138.127.224.192:domain,1,166,0,0,1,166,1.537529000,0.0000
149.178.48.81:42505,<->,129.224.112.252:domain,0,0,1,75,1,75,1.537093000,0.0000
136.25.188.105:60060,<->,135.88.171.34:domain,1,288,0,0,1,288,1.537077000,0.0000
144.75.218.246:63890,<->,8.222.218.197:domain,1,110,0,0,1,110,1.536995000,0.0000
144.75.218.237:30594,<->,8.222.218.204:domain,1,111,0,0,1,111,1.536691000,0.0000
129.254.99.157:43301,<->,129.224.112.252:domain,0,0,1,68,1,68,1.536338000,0.0000
29.143.180.235:44973,<->,89.216.126.106:6881,0,0,1,138,1,138,1.536206000,0.0000
215.158.103.219:26322,<->,206.226.66.178:domain,1,84,0,0,1,84,1.535867000,0.0000
39.0.193.227:51461,<->,148.139.107.99:domain,1,74,0,0,1,74,1.535490000,0.0000
92.27.8.182:25423,<->,138.127.224.192:domain,1,166,0,0,1,166,1.535331000,0.0000
144.75.218.246:34768,<->,139.252.1.230:domain,1,90,0,0,1,90,1.534645000,0.0000
89.139.241.98:19482,<->,148.241.93.224:domain,1,190,0,0,1,190,1.534593000,0.0000
144.75.218.233:45473,<->,8.222.218.197:domain,1,111,0,0,1,111,1.534473000,0.0000
136.25.188.105:61348,<->,140.136.9.105:domain,1,185,0,0,1,185,1.534265000,0.0000
144.75.218.237:60673,<->,8.222.218.197:domain,1,110,0,0,1,110,1.534009000,0.0000
127.87.18.39:37641,<->,247.136.208.244:25511,0,0,1,52,1,52,1.532853000,0.0000
123.136.84.103:24042,<->,89.183.104.156:11197,0,0,1,321,1,321,1.532729000,0.0000
116.235.64.146:51413,<->,89.183.104.243:11480,0,0,1,62,1,62,1.532549000,0.0000
224.154.101.235:37667,<->,20.202.18.54:33435,0,0,1,50,1,50,1.532395000,0.0000
106.170.251.39:12570,<->,210.221.111.210:6881,0,0,1,100,1,100,1.532321000,0.0000
144.75.218.242:44378,<->,138.127.230.47:domain,1,366,0,0,1,366,1.531194000,0.0000
247.136.249.234:51413,<->,149.110.42.130:26474,1,401,0,0,1,401,1.531191000,0.0000
129.175.139.193:61134,<->,29.211.214.254:domain,0,0,1,92,1,92,1.530710000,0.0000
92.27.219.243:44635,<->,8.47.188.160:domain,1,92,0,0,1,92,1.530616000,0.0000
100.225.82.255:21706,<->,132.249.70.213:domain,0,0,1,101,1,101,1.530531000,0.0000
114.145.102.4:19601,<->,129.224.112.252:domain,0,0,1,80,1,80,1.530522000,0.0000
136.25.188.105:55295,<->,131.49.122.22:domain,1,121,0,0,1,121,1.530386000,0.0000
144.75.218.242:47162,<->,8.222.218.196:domain,1,124,0,0,1,124,1.530287000,0.0000
20.188.180.53:53430,<->,195.102.160.187:domain,1,72,0,0,1,72,1.530192000,0.0000
144.75.218.242:59146,<->,8.222.218.207:domain,1,124,0,0,1,124,1.530052000,0.0000
144.75.218.235:26281,<->,8.222.218.197:domain,1,112,0,0,1,112,1.528968000,0.0000
97.126.26.70:39616,<->,137.148.176.213:domain,1,83,0,0,1,83,1.528961000,0.0000
77.42.255.238:55968,<->,34.189.255.223:13209,0,0,1,52,1,52,1.528658000,0.0000
136.64.7.221:51752,<->,144.122.240.196:domain,0,0,1,74,1,74,1.528606000,0.0000
144.75.218.246:51887,<->,8.222.218.197:domain,1,122,0,0,1,122,1.528163000,0.0000
144.75.218.242:55504,<->,8.222.218.199:domain,1,110,0,0,1,110,1.528113000,0.0000
92.27.52.56:52451,<->,35.56.99.192:snmp,0,0,1,81,1,81,1.528076000,0.0000
34.187.59.238:19317,<->,58.143.130.33:domain,1,78,0,0,1,78,1.527833000,0.0000
144.75.218.241:33883,<->,138.127.224.136:domain,1,318,0,0,1,318,1.527483000,0.0000
144.75.218.237:42120,<->,8.222.218.204:domain,1,109,0,0,1,109,1.527247000,0.0000
144.75.218.233:58043,<->,8.222.218.197:domain,1,237,0,0,1,237,1.527042000,0.0000
:::35314,<->,:::domain,1,160,0,0,1,160,1.526810000,0.0000
144.75.218.237:26770,<->,8.222.218.204:domain,1,113,0,0,1,113,1.526721000,0.0000
50.94.83.219:20362,<->,247.136.161.17:6881,0,0,1,56,1,56,1.526705000,0.0000
131.63.23.44:50868,<->,129.224.112.252:domain,0,0,1,74,1,74,1.526370000,0.0000
247.136.135.169:35542,<->,125.36.246.176:6881,1,341,0,0,1,341,1.526254000,0.0000
