src:port,sep,dst:port,inframes,inbytes,outframes,outbytes,totalframes,totalbytes,relstart,duration
33.233.141.28:57490,<->,111.20.172.70:domain,1,104,0,0,1,104,0.116066000,0.0000
144.75.218.235:64528,<->,139.254.119.192:domain,1,163,0,0,1,163,0.116014000,0.0000
33.233.141.80:60902,<->,111.20.172.70:domain,1,145,0,0,1,145,0.115960000,0.0000
33.233.141.49:ecmport,<->,111.20.172.70:domain,1,105,0,0,1,105,0.115944000,0.0000
144.75.218.242:57249,<->,8.222.218.207:domain,1,110,0,0,1,110,0.115930000,0.0000
33.233.141.82:60983,<->,111.20.172.70:domain,1,151,0,0,1,151,0.115919000,0.0000
33.233.141.123:31269,<->,111.20.172.70:domain,1,103,0,0,1,103,0.115877000,0.0000
33.233.141.49:csms2,<->,111.20.172.70:domain,1,112,0,0,1,112,0.115871000,0.0000
145.213.46.36:44262,<->,215.158.238.12:12347,0,0,1,1064,1,1064,0.115764000,0.0000
33.233.141.19:5882,<->,111.20.172.70:domain,1,106,0,0,1,106,0.115686000,0.0000
8.252.222.153:47184,<->,111.151.107.247:domain,1,146,0,0,1,146,0.115619000,0.0000
33.233.141.26:21324,<->,111.20.172.70:domain,1,101,0,0,1,101,0.115612000,0.0000
101.224.89.225:25350,<->,111.20.172.70:domain,1,145,0,0,1,145,0.115578000,0.0000
144.108.80.170:smaclmgr,<->,159.69.187.12:domain,0,0,1,70,1,70,0.115563000,0.0000
33.233.141.28:48896,<->,111.20.172.70:domain,1,151,0,0,1,151,0.115550000,0.0000
33.233.141.96:24282,<->,111.20.172.70:domain,1,131,0,0,1,131,0.115506000,0.0000
100.176.233.172:55050,<->,109.1.9.216:51670,0,0,1,94,1,94,0.115501000,0.0000
33.233.141.28:31424,<->,111.20.172.70:domain,1,108,0,0,1,108,0.115491000,0.0000
33.233.141.71:54065,<->,111.20.172.70:domain,1,114,0,0,1,114,0.115477000,0.0000
129.236.64.94:31865,<->,129.224.112.252:domain,0,0,1,81,1,81,0.115391000,0.0000
106.255.129.196:lonworks,<->,109.222.203.124:domain,0,0,1,70,1,70,0.115385000,0.0000
111.20.168.21:61795,<->,111.20.172.70:domain,1,150,0,0,1,150,0.115381000,0.0000
230.126.45.98:51529,<->,34.146.122.74:14650,0,0,1,52,1,52,0.115355000,0.0000
33.233.141.62:13725,<->,111.20.172.70:domain,1,96,0,0,1,96,0.115290000,0.0000
111.20.168.154:53245,<->,111.20.172.70:domain,1,96,0,0,1,96,0.115276000,0.0000
33.233.141.94:24291,<->,111.20.172.70:domain,1,140,0,0,1,140,0.115257000,0.0000
144.75.218.237:22303,<->,8.222.218.197:domain,1,181,0,0,1,181,0.115209000,0.0000
33.233.141.96:52665,<->,111.20.172.70:domain,1,140,0,0,1,140,0.115068000,0.0000
33.233.141.59:33743,<->,111.20.172.70:domain,1,169,0,0,1,169,0.114988000,0.0000
144.75.218.246:pro-ed,<->,149.164.189.49:domain,1,87,0,0,1,87,0.114832000,0.0000
33.233.141.27:30171,<->,111.20.172.70:domain,1,108,0,0,1,108,0.114708000,0.0000
33.233.141.28:32221,<->,111.20.172.70:domain,1,172,0,0,1,172,0.114617000,0.0000
33.233.141.87:33837,<->,111.20.172.70:domain,1,160,0,0,1,160,0.114402000,0.0000
8.228.208.18:61233,<->,93.64.108.3:26525,1,94,0,0,1,94,0.114259000,0.0000
33.233.141.61:41870,<->,111.20.172.70:domain,1,171,0,0,1,171,0.114258000,0.0000
111.20.168.12:59048,<->,111.20.172.70:domain,1,110,0,0,1,110,0.114220000,0.0000
106.157.38.242:37294,<->,108.134.108.77:25129,0,0,1,50,1,50,0.114196000,0.0000
8.252.222.153:61548,<->,111.151.107.247:domain,1,96,0,0,1,96,0.114185000,0.0000
101.224.89.247:12219,<->,111.20.172.70:domain,1,145,0,0,1,145,0.114184000,0.0000
111.20.168.154:62612,<->,111.20.172.70:domain,1,155,0,0,1,155,0.113913000,0.0000
33.233.141.96:44228,<->,111.20.172.70:domain,1,144,0,0,1,144,0.113889000,0.0000
101.224.89.153:39212,<->,111.20.172.70:domain,1,283,0,0,1,283,0.113867000,0.0000
108.134.108.77:64104,<->,106.157.38.242:37294,1,50,0,0,1,50,0.113724000,0.0000
106.157.38.242:37294,<->,108.134.108.77:12734,0,0,1,50,1,50,0.113660000,0.0000
33.233.141.57:7265,<->,111.20.172.70:domain,1,106,0,0,1,106,0.113464000,0.0000
210.221.107.50:53767,<->,8.220.7.141:domain,1,114,0,0,1,114,0.113346000,0.0000
144.75.218.233:49420,<->,8.222.218.196:domain,1,122,0,0,1,122,0.113311000,0.0000
58.49.163.215:59534,<->,215.158.140.64:domain,0,0,1,85,1,85,0.113287000,0.0000
106.157.38.242:37294,<->,108.134.108.77:8780,0,0,1,50,1,50,0.113256000,0.0000
144.75.218.237:29051,<->,138.127.231.221:domain,1,246,0,0,1,246,0.113243000,0.0000
33.233.141.19:52918,<->,111.20.172.70:domain,1,146,0,0,1,146,0.113239000,0.0000
34.223.219.192:7206,<->,157.210.206.227:domain,1,80,0,0,1,80,0.113236000,0.0000
111.20.168.21:27468,<->,111.20.172.70:domain,1,253,0,0,1,253,0.113168000,0.0000
106.157.38.242:37294,<->,108.134.108.77:21230,0,0,1,50,1,50,0.113058000,0.0000
33.233.141.62:51460,<->,111.20.172.70:domain,1,160,0,0,1,160,0.112953000,0.0000
33.233.141.24:29096,<->,111.20.172.70:domain,1,143,0,0,1,143,0.112852000,0.0000
106.157.38.242:37294,<->,108.134.108.77:23748,0,0,1,50,1,50,0.112838000,0.0000
101.224.89.247:10298,<->,111.20.172.70:domain,1,147,0,0,1,147,0.112813000,0.0000
33.233.141.10:60859,<->,111.20.172.70:domain,1,284,0,0,1,284,0.112736000,0.0000
111.20.168.9:45702,<->,111.20.172.70:domain,1,153,0,0,1,153,0.112699000,0.0000
33.233.141.99:48906,<->,111.20.172.70:domain,1,101,0,0,1,101,0.112591000,0.0000
144.75.218.237:5507,<->,8.222.218.199:domain,1,122,0,0,1,122,0.112456000,0.0000
108.134.108.77:44001,<->,106.157.38.242:37294,1,50,0,0,1,50,0.112446000,0.0000
144.75.218.242:17867,<->,8.222.218.204:domain,1,114,0,0,1,114,0.112416000,0.0000
33.233.141.103:15620,<->,111.20.172.70:domain,1,147,0,0,1,147,0.112362000,0.0000
144.75.218.237:53121,<->,138.127.230.75:domain,1,259,0,0,1,259,0.112293000,0.0000
144.75.218.233:27376,<->,8.222.218.197:domain,1,114,0,0,1,114,0.112289000,0.0000
129.236.100.135:12227,<->,129.224.112.252:domain,0,0,1,82,1,82,0.112238000,0.0000
111.20.168.13:31089,<->,111.20.172.70:domain,1,103,0,0,1,103,0.112079000,0.0000
53.199.195.19:63462,<->,39.15.169.14:domain,0,0,1,87,1,87,0.111882000,0.0000
33.233.141.19:50686,<->,111.20.172.70:domain,1,143,0,0,1,143,0.111801000,0.0000
33.233.141.57:18337,<->,111.20.172.70:domain,1,106,0,0,1,106,0.111792000,0.0000
108.134.108.77:47462,<->,106.157.38.242:37294,1,50,0,0,1,50,0.111698000,0.0000
109.1.51.39:56204,<->,29.219.94.61:15248,1,321,0,0,1,321,0.111686000,0.0000
33.233.141.19:65470,<->,111.20.172.70:domain,1,154,0,0,1,154,0.111631000,0.0000
111.20.168.10:43952,<->,111.20.172.70:domain,1,106,0,0,1,106,0.111595000,0.0000
33.233.141.123:10944,<->,111.20.172.70:domain,1,154,0,0,1,154,0.111588000,0.0000
101.224.89.130:25699,<->,111.20.172.70:domain,1,143,0,0,1,143,0.111582000,0.0000
129.236.100.135:46350,<->,129.224.112.252:domain,0,0,1,75,1,75,0.111530000,0.0000
33.233.141.62:51404,<->,111.20.172.70:domain,1,106,0,0,1,106,0.111489000,0.0000
33.233.141.26:15769,<->,111.20.172.70:domain,1,152,0,0,1,152,0.111477000,0.0000
33.233.141.27:26370,<->,111.20.172.70:domain,1,148,0,0,1,148,0.111407000,0.0000
111.20.168.8:64194,<->,111.20.172.70:domain,1,143,0,0,1,143,0.111406000,0.0000
101.224.89.144:18652,<->,111.20.172.70:domain,1,159,0,0,1,159,0.111383000,0.0000
101.224.89.178:11976,<->,111.20.172.70:domain,1,289,0,0,1,289,0.111379000,0.0000
129.236.64.94:29704,<->,129.224.112.252:domain,0,0,1,78,1,78,0.111350000,0.0000
33.233.141.99:29491,<->,111.20.172.70:domain,1,102,0,0,1,102,0.111338000,0.0000
33.233.141.123:15934,<->,111.20.172.70:domain,1,149,0,0,1,149,0.111285000,0.0000
33.233.141.71:24460,<->,111.20.172.70:domain,1,96,0,0,1,96,0.111221000,0.0000
111.20.168.12:19764,<->,111.20.172.70:domain,1,147,0,0,1,147,0.111186000,0.0000
101.224.89.130:28285,<->,111.20.172.70:domain,1,112,0,0,1,112,0.111172000,0.0000
111.20.168.8:canditv,<->,111.20.172.70:domain,1,106,0,0,1,106,0.111169000,0.0000
144.75.218.242:26250,<->,8.222.218.199:domain,1,121,0,0,1,121,0.111096000,0.0000
111.20.168.3:59146,<->,111.20.172.70:domain,1,160,0,0,1,160,0.111088000,0.0000
21.15.226.126:55104,<->,20.193.41.142:netbios-ns,0,0,1,82,1,82,0.111067000,0.0000
145.242.126.41:ntp,<->,53.177.245.183:ntp,1,80,0,0,1,80,0.111054000,0.0000
101.224.89.225:sflm,<->,89.155.8.207:domain,1,165,0,0,1,165,0.110895000,0.0000
33.233.141.59:7234,<->,111.20.172.70:domain,1,171,0,0,1,171,0.110889000,0.0000
125.202.240.38:50321,<->,192.64.211.17:11887,0,0,1,331,1,331,0.110862000,0.0000
33.233.141.97:30606,<->,111.20.172.70:domain,1,146,0,0,1,146,0.110506000,0.0000
108.134.108.77:58205,<->,106.157.38.242:37294,1,50,0,0,1,50,0.110449000,0.0000
101.224.89.129:40793,<->,111.20.172.70:domain,1,273,0,0,1,273,0.110365000,0.0000
139.36.120.222:51356,<->,215.158.238.33:12347,0,0,1,1064,1,1064,0.110339000,0.0000
224.148.203.58:lnvmaps,<->,89.204.254.169:domain,1,238,0,0,1,238,0.110312000,0.0000
33.233.141.71:28620,<->,111.20.172.70:domain,1,105,0,0,1,105,0.110258000,0.0000
101.224.89.129:7300,<->,111.20.172.70:domain,1,147,0,0,1,147,0.109984000,0.0000
33.233.141.63:16313,<->,111.20.172.70:domain,1,145,0,0,1,145,0.109819000,0.0000
106.157.38.242:37294,<->,108.134.108.77:27464,0,0,1,50,1,50,0.109630000,0.0000
215.158.140.111:38353,<->,192.171.13.80:domain,1,163,0,0,1,163,0.109528000,0.0000
33.233.141.59:28097,<->,111.20.172.70:domain,1,149,0,0,1,149,0.109366000,0.0000
119.225.116.131:53615,<->,92.27.27.172:16881,0,0,1,52,1,52,0.109302000,0.0000
111.20.168.142:24926,<->,111.20.172.70:domain,1,144,0,0,1,144,0.109202000,0.0000
33.233.141.71:18094,<->,111.20.172.70:domain,1,149,0,0,1,149,0.109198000,0.0000
33.233.141.27:32933,<->,111.20.172.70:domain,1,93,0,0,1,93,0.109156000,0.0000
33.233.141.71:20814,<->,111.20.172.70:domain,1,104,0,0,1,104,0.109059000,0.0000
111.20.168.3:22034,<->,111.20.172.70:domain,1,107,0,0,1,107,0.108949000,0.0000
:::19630,<->,:::domain,1,125,0,0,1,125,0.108893000,0.0000
20.15.122.79:39518,<->,115.172.202.133:domain,1,80,0,0,1,80,0.108866000,0.0000
33.233.141.57:45554,<->,111.20.172.70:domain,1,140,0,0,1,140,0.108862000,0.0000
144.75.218.246:52863,<->,138.127.224.171:domain,1,254,0,0,1,254,0.108739000,0.0000
106.157.38.242:37294,<->,108.134.108.77:fiorano-rtrsvc,0,0,1,50,1,50,0.108733000,0.0000
101.224.89.144:16988,<->,111.20.172.70:domain,1,99,0,0,1,99,0.108675000,0.0000
106.157.38.242:37294,<->,108.134.108.77:36775,0,0,1,50,1,50,0.108673000,0.0000
:::11953,<->,:::domain,1,113,0,0,1,113,0.108517000,0.0000
33.233.141.59:57188,<->,111.20.172.70:domain,1,171,0,0,1,171,0.108362000,0.0000
33.233.141.123:11048,<->,111.20.172.70:domain,1,107,0,0,1,107,0.108335000,0.0000
97.126.31.65:41041,<->,138.127.224.104:domain,1,273,0,0,1,273,0.108198000,0.0000
106.157.38.242:37294,<->,108.134.108.77:gridgen-elmd,0,0,1,50,1,50,0.108186000,0.0000
111.20.168.58:60081,<->,111.20.172.70:domain,1,99,0,0,1,99,0.108094000,0.0000
20.207.104.118:8203,<->,207.201.28.147:domain,1,78,0,0,1,78,0.108006000,0.0000
33.233.141.84:38432,<->,111.20.172.70:domain,1,171,0,0,1,171,0.107831000,0.0000
111.20.168.3:fcp-srvr-inst1,<->,111.20.172.70:domain,1,102,0,0,1,102,0.107747000,0.0000
33.233.141.61:32293,<->,111.20.172.70:domain,1,117,0,0,1,117,0.107716000,0.0000
33.233.141.123:14736,<->,111.20.172.70:domain,1,155,0,0,1,155,0.107616000,0.0000
92.160.15.151:64975,<->,129.224.112.252:domain,0,0,1,74,1,74,0.107598000,0.0000
6.147.99.23:33317,<->,200.174.210.184:25344,0,0,1,135,1,135,0.107567000,0.0000
111.20.168.157:49376,<->,111.20.172.70:domain,1,152,0,0,1,152,0.107541000,0.0000
33.233.141.87:50383,<->,111.20.172.70:domain,1,96,0,0,1,96,0.107429000,0.0000
33.233.141.63:50697,<->,111.20.172.70:domain,1,102,0,0,1,102,0.107297000,0.0000
20.21.245.186:8868,<->,106.177.44.73:domain,1,80,0,0,1,80,0.107172000,0.0000
106.157.38.242:37294,<->,108.134.108.77:18334,0,0,1,50,1,50,0.107112000,0.0000
33.233.141.71:29884,<->,111.20.172.70:domain,1,124,0,0,1,124,0.107015000,0.0000
92.27.27.150:51929,<->,193.10.105.251:rtnt-1,1,52,0,0,1,52,0.106981000,0.0000
111.20.168.142:61914,<->,111.20.172.70:domain,1,146,0,0,1,146,0.106959000,0.0000
33.233.141.57:51188,<->,111.20.172.70:domain,1,103,0,0,1,103,0.106875000,0.0000
33.233.141.24:fortisphere-vm,<->,111.20.172.70:domain,1,96,0,0,1,96,0.106815000,0.0000
33.233.141.24:62803,<->,111.20.172.70:domain,1,102,0,0,1,102,0.106753000,0.0000
33.233.141.99:20120,<->,111.20.172.70:domain,1,140,0,0,1,140,0.106537000,0.0000
33.233.141.59:45164,<->,111.20.172.70:domain,1,177,0,0,1,177,0.106453000,0.0000
215.158.140.111:63331,<->,192.171.13.80:domain,1,168,0,0,1,168,0.106417000,0.0000
111.20.168.141:29690,<->,111.20.172.70:domain,1,94,0,0,1,94,0.106355000,0.0000
101.224.89.161:62575,<->,111.20.172.70:domain,1,99,0,0,1,99,0.106323000,0.0000
33.233.141.62:38745,<->,111.20.172.70:domain,1,142,0,0,1,142,0.106270000,0.0000
108.134.108.77:49025,<->,106.157.38.242:37294,1,50,0,0,1,50,0.106231000,0.0000
101.224.89.129:43675,<->,111.20.172.70:domain,1,151,0,0,1,151,0.106184000,0.0000
33.233.141.116:gnunet,<->,111.20.172.70:domain,1,284,0,0,1,284,0.106082000,0.0000
111.20.168.3:35126,<->,111.20.172.70:domain,1,140,0,0,1,140,0.106048000,0.0000
148.27.67.32:55620,<->,109.222.214.116:45929,0,0,1,334,1,334,0.106022000,0.0000
27.188.163.162:i-net-2000-npr,<->,109.1.17.143:sip,0,0,1,446,1,446,0.105919000,0.0000
33.233.141.103:14857,<->,111.20.172.70:domain,1,146,0,0,1,146,0.105906000,0.0000
33.233.141.52:12767,<->,111.20.172.70:domain,1,112,0,0,1,112,0.105886000,0.0000
96.114.3.72:35295,<->,97.68.226.205:domain,0,0,1,84,1,84,0.105816000,0.0000
33.233.141.57:28681,<->,111.20.172.70:domain,1,107,0,0,1,107,0.105740000,0.0000
33.233.141.88:35185,<->,111.20.172.70:domain,1,158,0,0,1,158,0.105585000,0.0000
111.20.168.157:21487,<->,111.20.172.70:domain,1,143,0,0,1,143,0.105558000,0.0000
111.20.168.3:msnp,<->,111.20.172.70:domain,1,114,0,0,1,114,0.105557000,0.0000
129.236.100.135:36602,<->,129.224.112.252:domain,0,0,1,75,1,75,0.105386000,0.0000
144.75.218.241:65278,<->,8.222.218.207:domain,1,157,0,0,1,157,0.105277000,0.0000
111.20.168.3:14086,<->,111.20.172.70:domain,1,98,0,0,1,98,0.105196000,0.0000
108.134.108.77:43894,<->,106.157.38.242:37294,1,50,0,0,1,50,0.105196000,0.0000
111.20.168.27:49474,<->,111.20.172.70:domain,1,147,0,0,1,147,0.105082000,0.0000
108.134.108.77:40827,<->,106.157.38.242:37294,1,50,0,0,1,50,0.104891000,0.0000
80.40.38.153:38864,<->,121.242.114.74:24874,1,317,0,0,1,317,0.104867000,0.0000
33.233.141.57:journee,<->,111.20.172.70:domain,1,94,0,0,1,94,0.104782000,0.0000
33.233.141.59:53189,<->,111.20.172.70:domain,1,103,0,0,1,103,0.104717000,0.0000
111.20.168.157:18362,<->,111.20.172.70:domain,1,100,0,0,1,100,0.104625000,0.0000
106.157.38.242:37294,<->,108.134.108.77:31149,0,0,1,50,1,50,0.104505000,0.0000
33.233.141.59:26311,<->,111.20.172.70:domain,1,157,0,0,1,157,0.104369000,0.0000
20.248.239.41:9079,<->,104.209.8.29:domain,1,90,0,0,1,90,0.104182000,0.0000
33.233.141.61:6642,<->,111.20.172.70:domain,1,107,0,0,1,107,0.104088000,0.0000
129.236.100.161:49312,<->,129.224.112.252:domain,0,0,1,79,1,79,0.104054000,0.0000
:::40412,<->,:::domain,1,304,0,0,1,304,0.103947000,0.0000
111.20.168.58:47086,<->,111.20.172.70:domain,1,140,0,0,1,140,0.103880000,0.0000
111.20.168.21:22408,<->,111.20.172.70:domain,1,107,0,0,1,107,0.103646000,0.0000
148.145.2.123:44597,<->,101.224.204.141:domain,0,0,1,80,1,80,0.103589000,0.0000
143.230.124.191:43957,<->,129.224.112.252:domain,0,0,1,92,1,92,0.103543000,0.0000
38.21.156.204:56633,<->,20.232.229.47:netbios-ns,0,0,1,82,1,82,0.103529000,0.0000
111.20.168.157:37098,<->,111.20.172.70:domain,1,114,0,0,1,114,0.103376000,0.0000
101.224.89.244:55775,<->,111.20.172.70:domain,1,103,0,0,1,103,0.103357000,0.0000
108.134.108.77:47822,<->,106.157.38.242:37294,1,50,0,0,1,50,0.103324000,0.0000
33.233.141.122:5123,<->,111.20.172.70:domain,1,124,0,0,1,124,0.103315000,0.0000
33.233.141.35:32383,<->,111.20.172.70:domain,1,296,0,0,1,296,0.103111000,0.0000
33.233.141.122:30922,<->,111.20.172.70:domain,1,171,0,0,1,171,0.103107000,0.0000
144.75.218.233:jboss-iiop,<->,8.222.218.204:domain,1,110,0,0,1,110,0.103083000,0.0000
101.224.89.161:18142,<->,111.20.172.70:domain,1,152,0,0,1,152,0.102990000,0.0000
106.157.38.242:37294,<->,108.134.108.77:23309,0,0,1,50,1,50,0.102965000,0.0000
33.233.141.62:32630,<->,111.20.172.70:domain,1,145,0,0,1,145,0.102877000,0.0000
106.157.38.242:37294,<->,108.134.108.77:25068,0,0,1,50,1,50,0.102749000,0.0000
136.25.188.105:50281,<->,132.5.71.202:domain,1,251,0,0,1,251,0.102432000,0.0000
101.224.89.161:48995,<->,111.20.172.70:domain,1,108,0,0,1,108,0.102257000,0.0000
101.224.89.145:12078,<->,111.20.172.70:domain,1,103,0,0,1,103,0.102097000,0.0000
105.201.211.173:39648,<->,100.95.179.115:12573,0,0,1,330,1,330,0.102071000,0.0000
33.233.141.50:26375,<->,111.20.172.70:domain,1,160,0,0,1,160,0.102034000,0.0000
33.233.141.50:34540,<->,111.20.172.70:domain,1,168,0,0,1,168,0.101946000,0.0000
33.233.141.88:45057,<->,111.20.172.70:domain,1,179,0,0,1,179,0.101943000,0.0000
144.86.148.0:49642,<->,97.4.79.164:domain,1,328,0,0,1,328,0.101873000,0.0000
111.20.168.27:48731,<->,111.20.172.70:domain,1,148,0,0,1,148,0.101806000,0.0000
235.231.70.149:50651,<->,89.183.104.182:10643,0,0,1,52,1,52,0.101389000,0.0000
33.233.141.97:63579,<->,111.20.172.70:domain,1,142,0,0,1,142,0.101264000,0.0000
101.224.89.222:22600,<->,111.20.172.70:domain,1,297,0,0,1,297,0.101231000,0.0000
101.224.89.244:34694,<->,111.20.172.70:domain,1,148,0,0,1,148,0.101191000,0.0000
33.233.141.61:14728,<->,111.20.172.70:domain,1,250,0,0,1,250,0.101170000,0.0000
66.244.13.112:34748,<->,92.27.27.154:16668,0,0,1,102,1,102,0.101054000,0.0000
144.76.43.238:48629,<->,159.69.187.5:domain,0,0,1,75,1,75,0.100994000,0.0000
144.75.218.242:26834,<->,8.222.218.199:domain,1,114,0,0,1,114,0.100832000,0.0000
33.233.141.97:16942,<->,111.20.172.70:domain,1,98,0,0,1,98,0.100757000,0.0000
20.240.46.64:25390,<->,97.125.2.62:domain,1,66,0,0,1,66,0.100596000,0.0000
111.20.168.58:talon-webserver,<->,111.20.172.70:domain,1,148,0,0,1,148,0.100594000,0.0000
33.233.141.50:med-ci,<->,111.20.172.70:domain,1,124,0,0,1,124,0.100111000,0.0000
101.224.89.245:idware-router,<->,111.20.172.70:domain,1,117,0,0,1,117,0.100052000,0.0000
215.158.140.111:37019,<->,192.171.13.80:domain,1,230,0,0,1,230,0.100052000,0.0000
33.233.141.102:49073,<->,111.20.172.70:domain,1,150,0,0,1,150,0.099915000,0.0000
33.233.141.102:35831,<->,111.20.172.70:domain,1,145,0,0,1,145,0.099730000,0.0000
111.20.168.141:23879,<->,111.20.172.70:domain,1,160,0,0,1,160,0.099712000,0.0000
101.224.89.155:57372,<->,111.20.172.70:domain,1,103,0,0,1,103,0.099530000,0.0000
33.233.141.50:56312,<->,111.20.172.70:domain,1,154,0,0,1,154,0.098940000,0.0000
111.20.168.157:42962,<->,111.20.172.70:domain,1,160,0,0,1,160,0.098826000,0.0000
101.229.93.37:44764,<->,132.249.70.213:domain,0,0,1,106,1,106,0.098190000,0.0000
33.233.141.41:sabarsd,<->,111.20.172.70:domain,1,284,0,0,1,284,0.098084000,0.0000
33.233.141.102:18633,<->,111.20.172.70:domain,1,112,0,0,1,112,0.098061000,0.0000
33.233.141.102:15461,<->,111.20.172.70:domain,1,97,0,0,1,97,0.097945000,0.0000
92.27.5.225:65382,<->,6.74.81.60:41236,0,0,1,237,1,237,0.097447000,0.0000
129.236.64.228:57207,<->,129.224.112.252:domain,0,0,1,84,1,84,0.097131000,0.0000
129.236.64.94:60051,<->,129.224.112.252:domain,0,0,1,77,1,77,0.097103000,0.0000
144.108.80.170:54966,<->,159.69.187.28:domain,0,0,1,78,1,78,0.096971000,0.0000
89.183.104.236:61199,<->,57.98.252.180:11807,1,147,0,0,1,147,0.096930000,0.0000
89.183.104.186:46883,<->,101.81.167.0:6881,1,52,0,0,1,52,0.096930000,0.0000
111.20.168.141:31250,<->,111.20.172.70:domain,1,157,0,0,1,157,0.096861000,0.0000
46.223.205.111:opentable,<->,97.126.115.69:domain,0,0,1,71,1,71,0.096596000,0.0000
92.27.27.177:60300,<->,118.213.163.32:43211,1,309,0,0,1,309,0.096585000,0.0000
144.75.218.241:62096,<->,132.200.124.228:domain,1,189,0,0,1,189,0.096325000,0.0000
33.233.141.101:53884,<->,111.20.172.70:domain,1,124,0,0,1,124,0.096321000,0.0000
144.108.80.170:45925,<->,144.122.240.201:domain,0,0,1,61,1,61,0.096151000,0.0000
33.233.141.102:24966,<->,111.20.172.70:domain,1,154,0,0,1,154,0.095885000,0.0000
101.224.89.245:48993,<->,111.20.172.70:domain,1,124,0,0,1,124,0.095545000,0.0000
144.75.218.237:38444,<->,8.222.218.198:domain,1,114,0,0,1,114,0.095536000,0.0000
136.25.188.105:49621,<->,135.88.171.34:domain,1,250,0,0,1,250,0.095116000,0.0000
77.68.220.47:50522,<->,109.222.203.196:domain,0,0,1,74,1,74,0.095012000,0.0000
84.218.178.97:31971,<->,109.222.244.223:domain,0,0,1,66,1,66,0.094983000,0.0000
144.75.218.246:46505,<->,8.222.218.197:domain,1,110,0,0,1,110,0.094764000,0.0000
133.178.226.200:41815,<->,8.220.7.141:domain,1,163,0,0,1,163,0.094526000,0.0000
39.164.72.145:51353,<->,193.26.139.230:domain,1,70,0,0,1,70,0.094277000,0.0000
20.206.36.216:14648,<->,132.234.110.226:domain,1,70,0,0,1,70,0.093891000,0.0000
75.144.222.194:53023,<->,132.168.199.107:domain,0,0,1,75,1,75,0.093717000,0.0000
101.224.89.245:62188,<->,111.20.172.70:domain,1,124,0,0,1,124,0.093516000,0.0000
67.240.107.172:52299,<->,92.27.219.244:36529,0,0,1,52,1,52,0.093319000,0.0000
111.20.168.20:50381,<->,111.20.172.70:domain,1,146,0,0,1,146,0.093164000,0.0000
111.20.168.141:63189,<->,111.20.172.70:domain,1,148,0,0,1,148,0.093066000,0.0000
38.70.90.237:47881,<->,101.70.105.2:traceroute,0,0,1,96,1,96,0.093023000,0.0000
144.75.218.237:32441,<->,8.222.218.197:domain,1,122,0,0,1,122,0.092605000,0.0000
38.64.182.46:34017,<->,89.183.104.229:4647,0,0,1,52,1,52,0.092500000,0.0000
132.249.70.233:50431,<->,139.114.208.34:domain,1,132,0,0,1,132,0.092258000,0.0000
80.42.134.4:56141,<->,121.2.160.45:23309,1,130,0,0,1,130,0.092237000,0.0000
136.129.54.117:56552,<->,77.11.199.239:9493,1,133,0,0,1,133,0.092190000,0.0000
139.69.162.91:53227,<->,80.56.78.208:domain,0,0,1,82,1,82,0.092168000,0.0000
101.224.89.155:14042,<->,111.20.172.70:domain,1,160,0,0,1,160,0.092166000,0.0000
109.121.30.241:60585,<->,20.218.116.168:snmp,0,0,1,89,1,89,0.092151000,0.0000
101.224.89.136:50136,<->,111.20.172.70:domain,1,150,0,0,1,150,0.092104000,0.0000
144.75.218.237:33858,<->,120.155.84.97:domain,1,113,0,0,1,113,0.091727000,0.0000
144.75.218.237:14171,<->,8.222.218.198:domain,1,114,0,0,1,114,0.091549000,0.0000
144.93.125.49:62757,<->,144.93.121.86:34347,0,0,1,56,1,56,0.091408000,0.0000
101.224.89.136:10163,<->,111.20.172.70:domain,1,105,0,0,1,105,0.091376000,0.0000
111.20.168.141:51142,<->,111.20.172.70:domain,1,103,0,0,1,103,0.091194000,0.0000
129.236.100.161:61963,<->,129.224.112.252:domain,0,0,1,74,1,74,0.091070000,0.0000
97.126.26.70:50053,<->,138.127.230.65:domain,1,261,0,0,1,261,0.091055000,0.0000
111.20.168.10:16395,<->,111.20.172.70:domain,1,98,0,0,1,98,0.091042000,0.0000
144.75.218.233:messageservice,<->,8.222.218.197:domain,1,111,0,0,1,111,0.090917000,0.0000
33.233.141.104:20891,<->,111.20.172.70:domain,1,96,0,0,1,96,0.090799000,0.0000
33.233.141.47:22988,<->,111.20.172.70:domain,1,102,0,0,1,102,0.090772000,0.0000
101.224.89.228:50928,<->,111.20.172.70:domain,1,303,0,0,1,303,0.090696000,0.0000
111.20.168.20:48009,<->,111.20.172.70:domain,1,146,0,0,1,146,0.090531000,0.0000
33.233.141.47:6987,<->,111.20.172.70:domain,1,96,0,0,1,96,0.090463000,0.0000
144.75.218.235:interintelli,<->,8.222.218.197:domain,1,109,0,0,1,109,0.090393000,0.0000
253.180.78.131:46997,<->,80.40.3.132:28462,0,0,1,321,1,321,0.090376000,0.0000
129.236.100.161:14380,<->,129.224.112.252:domain,0,0,1,75,1,75,0.090330000,0.0000
33.233.141.121:39200,<->,111.20.172.70:domain,1,148,0,0,1,148,0.090321000,0.0000
198.11.20.6:54786,<->,92.27.219.40:17444,0,0,1,52,1,52,0.090145000,0.0000
197.172.92.167:36361,<->,101.70.105.2:traceroute,0,0,1,96,1,96,0.090118000,0.0000
215.158.140.13:48502,<->,8.218.118.27:12347,1,1064,0,0,1,1064,0.089981000,0.0000
